_id,name,isDeleted,province,createdAt,updatedAt,__v
666a00f24d1a4ab9cb5d8e27,Mantua,false,6669ff90079184e73863190a,2024-06-12T20:11:30.048Z,2024-06-12T20:11:30.048Z,0
